date,fips,state_name,state,Death Key,Death Value,day,days_elapsed,yr,week,week_year,month_lbl,month,floor_month
2020-05-14,06,California,CA,NYT deaths,3039,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,06,California,CA,COVID tracking deaths,3032,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,08,Colorado,CO,NYT deaths,1091,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,08,Colorado,CO,COVID tracking deaths,1062,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,09,Connecticut,CT,NYT deaths,3219,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,09,Connecticut,CT,COVID tracking deaths,3219,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,10,Delaware,DE,NYT deaths,260,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,10,Delaware,DE,COVID tracking deaths,362,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,11,District of Columbia,DC,NYT deaths,358,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,11,District of Columbia,DC,COVID tracking deaths,358,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,12,Florida,FL,NYT deaths,1874,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,12,Florida,FL,COVID tracking deaths,1948,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,13,Georgia,GA,NYT deaths,1521,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,13,Georgia,GA,COVID tracking deaths,1527,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,15,Hawaii,HI,NYT deaths,17,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,15,Hawaii,HI,COVID tracking deaths,17,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,16,Idaho,ID,NYT deaths,72,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,16,Idaho,ID,COVID tracking deaths,69,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,17,Illinois,IL,NYT deaths,3945,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,17,Illinois,IL,COVID tracking deaths,3928,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,18,Indiana,IN,NYT deaths,1646,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,18,Indiana,IN,COVID tracking deaths,1646,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,19,Iowa,IA,NYT deaths,318,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,19,Iowa,IA,COVID tracking deaths,318,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,20,Kansas,KS,NYT deaths,181,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,20,Kansas,KS,COVID tracking deaths,164,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,21,Kentucky,KY,NYT deaths,341,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,21,Kentucky,KY,COVID tracking deaths,326,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,22,Louisiana,LA,NYT deaths,2417,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,22,Louisiana,LA,COVID tracking deaths,2417,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,23,Maine,ME,NYT deaths,69,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,23,Maine,ME,COVID tracking deaths,69,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,24,Maryland,MD,NYT deaths,1866,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,24,Maryland,MD,COVID tracking deaths,1935,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,25,Massachusetts,MA,NYT deaths,5482,14,63,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,25,Massachusetts,MA,COVID tracking deaths,5482,14,63,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,26,Michigan,MI,NYT deaths,4787,14,74,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,26,Michigan,MI,COVID tracking deaths,5278,14,74,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,27,Minnesota,MN,NYT deaths,672,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,27,Minnesota,MN,COVID tracking deaths,663,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,28,Mississippi,MS,NYT deaths,480,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,28,Mississippi,MS,COVID tracking deaths,480,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,29,Missouri,MO,NYT deaths,564,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,29,Missouri,MO,COVID tracking deaths,562,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,30,Montana,MT,NYT deaths,16,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,30,Montana,MT,COVID tracking deaths,16,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,31,Nebraska,NE,NYT deaths,117,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,31,Nebraska,NE,COVID tracking deaths,107,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,32,Nevada,NV,NYT deaths,339,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,32,Nevada,NV,COVID tracking deaths,358,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,33,New Hampshire,NH,NYT deaths,151,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,33,New Hampshire,NH,COVID tracking deaths,150,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,34,New Jersey,NJ,NYT deaths,9946,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,34,New Jersey,NJ,COVID tracking deaths,9946,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,35,New Mexico,NM,NYT deaths,242,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,35,New Mexico,NM,COVID tracking deaths,231,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,36,New York,NY,NYT deaths,27617,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,36,New York,NY,COVID tracking deaths,22170,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,37,North Carolina,NC,NYT deaths,632,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,37,North Carolina,NC,COVID tracking deaths,615,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,38,North Dakota,ND,NYT deaths,40,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,38,North Dakota,ND,COVID tracking deaths,31,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,39,Ohio,OH,NYT deaths,1534,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,39,Ohio,OH,COVID tracking deaths,1534,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,40,Oklahoma,OK,NYT deaths,284,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,40,Oklahoma,OK,COVID tracking deaths,284,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,41,Oregon,OR,NYT deaths,137,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,41,Oregon,OR,COVID tracking deaths,137,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,42,Pennsylvania,PA,NYT deaths,4298,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,42,Pennsylvania,PA,COVID tracking deaths,4218,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,44,Rhode Island,RI,NYT deaths,468,14,74,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,44,Rhode Island,RI,COVID tracking deaths,468,14,74,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,45,South Carolina,SC,NYT deaths,371,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,45,South Carolina,SC,COVID tracking deaths,371,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,46,South Dakota,SD,NYT deaths,43,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,46,South Dakota,SD,COVID tracking deaths,43,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,47,Tennessee,TN,NYT deaths,284,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,47,Tennessee,TN,COVID tracking deaths,287,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,48,Texas,TX,NYT deaths,1256,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,48,Texas,TX,COVID tracking deaths,1216,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,49,Utah,UT,NYT deaths,76,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,49,Utah,UT,COVID tracking deaths,75,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,50,Vermont,VT,NYT deaths,53,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,50,Vermont,VT,COVID tracking deaths,53,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,51,Virginia,VA,NYT deaths,955,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,51,Virginia,VA,COVID tracking deaths,955,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,53,Washington,WA,NYT deaths,991,14,113,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,53,Washington,WA,COVID tracking deaths,975,14,113,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,54,West Virginia,WV,NYT deaths,62,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,54,West Virginia,WV,COVID tracking deaths,60,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,55,Wisconsin,WI,NYT deaths,434,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,55,Wisconsin,WI,COVID tracking deaths,434,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,56,Wyoming,WY,NYT deaths,7,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,56,Wyoming,WY,COVID tracking deaths,7,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,01,Alabama,AL,NYT deaths,483,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,01,Alabama,AL,COVID tracking deaths,476,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,02,Alaska,AK,NYT deaths,8,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,02,Alaska,AK,COVID tracking deaths,10,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,04,Arizona,AZ,NYT deaths,651,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,04,Arizona,AZ,COVID tracking deaths,651,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,05,Arkansas,AR,NYT deaths,98,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,05,Arkansas,AR,COVID tracking deaths,98,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,06,California,CA,NYT deaths,3192,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,06,California,CA,COVID tracking deaths,3108,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,08,Colorado,CO,NYT deaths,1150,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,08,Colorado,CO,COVID tracking deaths,1091,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,09,Connecticut,CT,NYT deaths,3285,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,09,Connecticut,CT,COVID tracking deaths,3285,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,10,Delaware,DE,NYT deaths,271,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,10,Delaware,DE,COVID tracking deaths,373,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,11,District of Columbia,DC,NYT deaths,368,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,11,District of Columbia,DC,COVID tracking deaths,368,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,12,Florida,FL,NYT deaths,1916,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,12,Florida,FL,COVID tracking deaths,1991,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,13,Georgia,GA,NYT deaths,1563,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,13,Georgia,GA,COVID tracking deaths,1557,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,15,Hawaii,HI,NYT deaths,17,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,15,Hawaii,HI,COVID tracking deaths,17,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,16,Idaho,ID,NYT deaths,73,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,16,Idaho,ID,COVID tracking deaths,72,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,17,Illinois,IL,NYT deaths,4075,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,17,Illinois,IL,COVID tracking deaths,4058,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,18,Indiana,IN,NYT deaths,1691,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,18,Indiana,IN,COVID tracking deaths,1691,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,19,Iowa,IA,NYT deaths,336,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,19,Iowa,IA,COVID tracking deaths,336,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,20,Kansas,KS,NYT deaths,187,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,20,Kansas,KS,COVID tracking deaths,172,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,21,Kentucky,KY,NYT deaths,343,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,21,Kentucky,KY,COVID tracking deaths,328,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,22,Louisiana,LA,NYT deaths,2448,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,22,Louisiana,LA,COVID tracking deaths,2448,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,23,Maine,ME,NYT deaths,69,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,23,Maine,ME,COVID tracking deaths,69,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,24,Maryland,MD,NYT deaths,1911,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,24,Maryland,MD,COVID tracking deaths,1991,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,25,Massachusetts,MA,NYT deaths,5592,15,64,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,25,Massachusetts,MA,COVID tracking deaths,5592,15,64,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,26,Michigan,MI,NYT deaths,4825,15,75,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,26,Michigan,MI,COVID tracking deaths,5325,15,75,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,27,Minnesota,MN,NYT deaths,692,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,27,Minnesota,MN,COVID tracking deaths,692,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,28,Mississippi,MS,NYT deaths,493,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,28,Mississippi,MS,COVID tracking deaths,493,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,29,Missouri,MO,NYT deaths,579,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,29,Missouri,MO,COVID tracking deaths,576,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,30,Montana,MT,NYT deaths,16,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,30,Montana,MT,COVID tracking deaths,16,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,31,Nebraska,NE,NYT deaths,122,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,31,Nebraska,NE,COVID tracking deaths,113,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,32,Nevada,NV,NYT deaths,345,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,32,Nevada,NV,COVID tracking deaths,368,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,33,New Hampshire,NH,NYT deaths,159,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,33,New Hampshire,NH,COVID tracking deaths,159,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,34,New Jersey,NJ,NYT deaths,10138,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,34,New Jersey,NJ,COVID tracking deaths,10138,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,35,New Mexico,NM,NYT deaths,253,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,35,New Mexico,NM,COVID tracking deaths,242,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,36,New York,NY,NYT deaths,27755,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,36,New York,NY,COVID tracking deaths,22304,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,37,North Carolina,NC,NYT deaths,660,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,37,North Carolina,NC,COVID tracking deaths,641,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,38,North Dakota,ND,NYT deaths,42,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,38,North Dakota,ND,COVID tracking deaths,35,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,39,Ohio,OH,NYT deaths,1581,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,39,Ohio,OH,COVID tracking deaths,1581,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,40,Oklahoma,OK,NYT deaths,285,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,40,Oklahoma,OK,COVID tracking deaths,285,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,41,Oregon,OR,NYT deaths,137,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,41,Oregon,OR,COVID tracking deaths,137,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,42,Pennsylvania,PA,NYT deaths,4432,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,42,Pennsylvania,PA,COVID tracking deaths,4342,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,44,Rhode Island,RI,NYT deaths,479,15,75,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,44,Rhode Island,RI,COVID tracking deaths,479,15,75,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,45,South Carolina,SC,NYT deaths,380,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,45,South Carolina,SC,COVID tracking deaths,380,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,46,South Dakota,SD,NYT deaths,44,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,46,South Dakota,SD,COVID tracking deaths,44,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,47,Tennessee,TN,NYT deaths,288,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,47,Tennessee,TN,COVID tracking deaths,290,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,48,Texas,TX,NYT deaths,1300,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,48,Texas,TX,COVID tracking deaths,1272,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,49,Utah,UT,NYT deaths,77,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,49,Utah,UT,COVID tracking deaths,77,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,50,Vermont,VT,NYT deaths,53,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,50,Vermont,VT,COVID tracking deaths,53,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,51,Virginia,VA,NYT deaths,977,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,51,Virginia,VA,COVID tracking deaths,977,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,53,Washington,WA,NYT deaths,1008,15,114,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,53,Washington,WA,COVID tracking deaths,983,15,114,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,54,West Virginia,WV,NYT deaths,64,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,54,West Virginia,WV,COVID tracking deaths,62,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,55,Wisconsin,WI,NYT deaths,445,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,55,Wisconsin,WI,COVID tracking deaths,445,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,56,Wyoming,WY,NYT deaths,7,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,56,Wyoming,WY,COVID tracking deaths,7,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,01,Alabama,AL,NYT deaths,485,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,01,Alabama,AL,COVID tracking deaths,485,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,02,Alaska,AK,NYT deaths,8,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,02,Alaska,AK,COVID tracking deaths,10,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,04,Arizona,AZ,NYT deaths,679,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,04,Arizona,AZ,COVID tracking deaths,679,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,05,Arkansas,AR,NYT deaths,98,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,05,Arkansas,AR,COVID tracking deaths,98,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,06,California,CA,NYT deaths,3254,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,06,California,CA,COVID tracking deaths,3204,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,08,Colorado,CO,NYT deaths,1192,16,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,08,Colorado,CO,COVID tracking deaths,878,16,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,09,Connecticut,CT,NYT deaths,3339,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,09,Connecticut,CT,COVID tracking deaths,3339,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,10,Delaware,DE,NYT deaths,286,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,10,Delaware,DE,COVID tracking deaths,383,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,11,District of Columbia,DC,NYT deaths,375,16,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,11,District of Columbia,DC,COVID tracking deaths,375,16,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,12,Florida,FL,NYT deaths,1963,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,12,Florida,FL,COVID tracking deaths,2040,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,13,Georgia,GA,NYT deaths,1573,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,13,Georgia,GA,COVID tracking deaths,1592,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,15,Hawaii,HI,NYT deaths,17,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,15,Hawaii,HI,COVID tracking deaths,17,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,16,Idaho,ID,NYT deaths,73,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,16,Idaho,ID,COVID tracking deaths,73,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,17,Illinois,IL,NYT deaths,4149,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,17,Illinois,IL,COVID tracking deaths,4129,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,18,Indiana,IN,NYT deaths,1741,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,18,Indiana,IN,COVID tracking deaths,1741,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,19,Iowa,IA,NYT deaths,346,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,19,Iowa,IA,COVID tracking deaths,346,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,20,Kansas,KS,NYT deaths,189,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,20,Kansas,KS,COVID tracking deaths,172,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,21,Kentucky,KY,NYT deaths,346,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,21,Kentucky,KY,COVID tracking deaths,332,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,22,Louisiana,LA,NYT deaths,2479,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,22,Louisiana,LA,COVID tracking deaths,2479,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,23,Maine,ME,NYT deaths,70,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,23,Maine,ME,COVID tracking deaths,70,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,24,Maryland,MD,NYT deaths,1957,16,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,24,Maryland,MD,COVID tracking deaths,2040,16,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,25,Massachusetts,MA,NYT deaths,5705,16,65,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,25,Massachusetts,MA,COVID tracking deaths,5705,16,65,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,26,Michigan,MI,NYT deaths,4880,16,76,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,26,Michigan,MI,COVID tracking deaths,5357,16,76,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,27,Minnesota,MN,NYT deaths,709,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,27,Minnesota,MN,COVID tracking deaths,709,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,28,Mississippi,MS,NYT deaths,510,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,28,Mississippi,MS,COVID tracking deaths,510,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,29,Missouri,MO,NYT deaths,593,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,29,Missouri,MO,COVID tracking deaths,589,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,30,Montana,MT,NYT deaths,16,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,30,Montana,MT,COVID tracking deaths,16,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,31,Nebraska,NE,NYT deaths,129,16,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,31,Nebraska,NE,COVID tracking deaths,119,16,72,2020,20,2020-05-10,May,5,2020-05-01
